"runtime","fps","found","explored","disk_usage","fixed_hash_load_factor","hash_load_factor","cache_load_factor","collisions"
20580,3148896,43868302,64131868853,10.87,12.5033,16.8476,0.0000,20460763955
20640,3151280,43962618,64320453319,10.87,12.5618,16.8858,0.0000,20520922110
20700,3198063,44051664,64509863652,10.87,12.6177,16.9225,0.0000,20581427252
20760,3155456,44134090,64700765201,10.87,12.6710,16.9575,0.0000,20642354487
20820,3150166,44197356,64889711960,10.87,12.7087,16.9840,0.0000,20702682216
20880,3214542,44233331,65080281330,10.87,12.7319,16.9950,0.0000,20763481178
20940,3094535,44319624,65266993428,10.87,12.7861,17.0266,0.0000,20823140780
21000,3071185,44410358,65452062652,10.87,12.8451,17.0622,0.0000,20882230093
21060,3126901,44467130,65638792006,10.87,12.8912,17.0810,0.0000,20941767214
21120,3147910,44530014,65827211414,10.87,12.9438,17.1014,0.0000,21001924561
21180,3158700,44581380,66016449218,10.87,12.9951,17.1194,0.0000,21062257324
21240,3179007,44637712,66204723912,10.87,13.0431,17.1391,0.0000,21122387786
21300,3201988,44684759,66395400465,10.87,13.0775,17.1538,0.0000,21183135329
21360,3073688,44732667,66584816515,10.87,13.1143,17.1704,0.0000,21243583797
21420,3204166,44776877,66773247853,10.87,13.1450,17.1838,0.0000,21303653114
21480,3129363,44823223,66963128873,10.87,13.1737,17.1970,0.0000,21364193588
21540,3145378,44869822,67150527266,10.87,13.2002,17.2116,0.0000,21424018508
21600,3199419,44924828,67341007186,10.87,13.2396,17.2303,0.0000,21484767744
21667,19997,44960916,67512177961,10.87,13.2658,17.2419,0.0000,21539314177
21727,3133177,45018468,67696563644,10.87,13.2988,17.2615,0.0000,21598174003
21787,3132664,45071220,67884865349,10.87,13.3331,17.2774,0.0000,21658300238
21847,3226389,45131348,68075091211,10.87,13.3748,17.2981,0.0000,21718963957
21907,3151367,45199256,68266155849,10.87,13.4141,17.3162,0.0000,21779799715
21967,3129504,45269567,68454735610,10.87,13.4607,17.3396,0.0000,21839855355
22027,3127331,45355093,68642495768,10.87,13.5019,17.3630,0.0000,21899714101
22087,3086023,45420249,68829760636,10.87,13.5390,17.3824,0.0000,21959626592
22147,3120746,45474824,69015666077,10.87,13.5733,17.3990,0.0000,22019182102
22207,3153812,45544442,69205458196,10.87,13.6170,17.4194,0.0000,22079778601
22267,3130856,45620379,69394284006,10.87,13.6554,17.4407,0.0000,22140150538
22327,3147901,45690363,69581545058,10.87,13.6951,17.4578,0.0000,22200108954
22387,3164303,45745765,69770874748,10.87,13.7274,17.4703,0.0000,22260543936
22447,3214175,45796554,69961956461,10.87,13.7583,17.4859,0.0000,22321441302
22507,3071769,45841700,70148892007,10.87,13.7892,17.5013,0.0000,22381114928
22567,3199648,45889968,70336813050,10.87,13.8238,17.5184,0.0000,22441099023
22627,3139709,45930494,70526220793,10.87,13.8504,17.5319,0.0000,22501498904
22687,3139441,45979229,70714253216,10.87,13.8782,17.5479,0.0000,22561587425
22747,3160268,46031971,70903577409,10.87,13.9110,17.5674,0.0000,22622038870
22807,3135834,46082386,71087897682,10.87,13.9392,17.5830,0.0000,22681121529
22867,3133546,46136288,71275722482,10.87,13.9719,17.6013,0.0000,22741061238
22927,3134424,46192842,71464510761,10.87,14.0018,17.6163,0.0000,22801329815
22987,3138928,46235460,71654408258,10.87,14.0267,17.6277,0.0000,22861864891
23047,3159009,46290026,71842334961,10.87,14.0534,17.6420,0.0000,22921946519
23107,3228203,46336009,72032578380,10.87,14.0776,17.6552,0.0000,22982705539
23167,3175125,46385049,72224070871,10.87,14.1037,17.6675,0.0000,23043804540
23227,3184993,46437628,72414679627,10.87,14.1339,17.6812,0.0000,23104518754
23287,3144733,46488841,72602719412,10.87,14.1642,17.6944,0.0000,23164566877
23347,3206530,46549459,72791966074,10.87,14.1972,17.7128,0.0000,23224873997
23407,3209800,46595431,72983069789,10.87,14.2211,17.7258,0.0000,23285773225
23467,3175717,46635794,73171841952,10.87,14.2421,17.7361,0.0000,23346164340
23527,3143170,46677851,73357777149,10.87,14.2703,17.7499,0.0000,23405590699
23587,3135192,46735361,73547527961,10.87,14.3048,17.7677,0.0000,23466255438
23647,3062876,46795600,73737334887,10.87,14.3373,17.7829,0.0000,23526860018
23707,3055116,46848831,73927026892,10.87,14.3705,17.7989,0.0000,23587528026
23767,3188448,46915403,74116133427,10.87,14.4113,17.8217,0.0000,23647980824
23827,3200659,46973948,74305615853,10.87,14.4455,17.8424,0.0000,23708504505
23887,3161897,47012106,74492905225,10.87,14.4707,17.8561,0.0000,23768409425
23947,3110279,47057921,74684146459,10.87,14.4952,17.8702,0.0000,23829424729
24007,3157313,47132190,74874737951,10.87,14.5360,17.8979,0.0000,23890093673
24067,3045127,47239349,75064845250,10.87,14.5885,17.9343,0.0000,23950617306
24127,3174164,47333199,75255357368,10.87,14.6343,17.9667,0.0000,24011272897
24187,3155666,47417920,75444991653,10.87,14.6781,17.9933,0.0000,24071726713
24247,3112992,47492131,75634651840,10.87,14.7161,18.0150,0.0000,24132132871
24307,3217636,47557581,75824544157,10.87,14.7525,18.0362,0.0000,24192522968
24367,3196250,47608265,76016922852,10.87,14.7825,18.0515,0.0000,24253728416
24427,3207590,47662359,76207636456,10.87,14.8084,18.0639,0.0000,24314512652
24487,3127541,47720859,76396340956,10.87,14.8370,18.0796,0.0000,24374695419
24547,3127770,47779497,76584849008,10.87,14.8662,18.0959,0.0000,24434822160
24607,3153409,47829713,76774476874,10.87,14.8901,18.1093,0.0000,24495292596
24667,3199349,47875088,76965197389,10.87,14.9130,18.1217,0.0000,24556189057
24727,3141182,47913842,77154597916,10.87,14.9358,18.1334,0.0000,24616755120
24787,3217969,47949564,77344320720,10.87,14.9557,18.1434,0.0000,24677419999
24847,3217036,47979823,77535134045,10.87,14.9714,18.1512,0.0000,24738422599
24907,3135050,48012854,77724299847,10.87,14.9896,18.1604,0.0000,24798934461
24967,0,48031161,77828662951,10.87,15.0000,18.1645,0.0000,24832313102
25027,3177103,48061374,77998725653,10.87,5.6294,18.1729,0.0000,24886674151
25087,3215187,48103198,78190376128,10.87,6.0529,18.1843,0.0000,24947741577
25147,3237267,48141356,78380076982,10.87,6.3578,18.1957,0.0000,25008362806
25207,3161175,48177991,78568094354,10.87,6.5543,18.2057,0.0000,25068378577
25267,3080786,48227217,78754766604,10.87,6.8115,18.2208,0.0000,25128024007
25327,3169847,48261453,78922052815,10.87,7.0340,18.2330,0.0000,25181469864
25387,3132674,48308870,79107442488,10.87,7.2586,18.2488,0.0000,25240856209
25447,2965880,48357114,79294450651,10.87,7.4614,18.2650,0.0000,25300797710
25507,3173581,48393450,79482252066,10.87,7.6273,18.2762,0.0000,25360869185
25567,3190209,48431073,79670816641,10.87,7.7967,18.2876,0.0000,25421097529
25627,3078260,48472458,79858592455,10.87,7.9180,18.3006,0.0000,25481121441
25687,3206681,48506271,80048129347,10.87,8.0198,18.3105,0.0000,25541625026
25747,3129055,48553018,80237534687,10.87,8.1887,18.3254,0.0000,25602184313
25807,3145189,48595400,80428459833,10.87,8.3157,18.3387,0.0000,25663129410
25867,3141008,48639114,80616820292,10.87,8.4382,18.3528,0.0000,25723312529
25927,3149008,48680925,80805499459,10.87,8.5196,18.3649,0.0000,25783613875
25987,3142267,48729336,80995155202,10.87,8.6152,18.3753,0.0000,25844149361
26047,3119159,48773567,81186284130,10.87,8.6959,18.3867,0.0000,25904985465
26107,3125078,48819209,81376399775,10.87,8.7808,18.3972,0.0000,25965557149
26167,3156326,48866223,81566044992,10.87,8.8967,18.4148,0.0000,26026021319
26227,3144796,48892844,81752005889,10.87,8.9966,18.4239,0.0000,26085412007
26287,3110033,48931378,81938484520,10.87,9.1016,18.4358,0.0000,26145036731
26347,3005968,48965149,82125957871,10.87,9.2357,18.4456,0.0000,26204877193
26407,3182362,49008976,82314186256,10.87,9.3432,18.4554,0.0000,26264990670
26467,3174474,49044799,82503103382,10.87,9.4312,18.4660,0.0000,26325214572
26527,3089086,49074643,82694271077,10.87,9.5153,18.4751,0.0000,26386086513
26587,3173900,49108353,82882736667,10.87,9.6060,18.4854,0.0000,26446263883
26647,3152211,49155017,83068402388,10.87,9.6960,18.4975,0.0000,26505579150
26707,3196472,49201693,83257593304,10.87,9.7884,18.5067,0.0000,26565893558
26767,3119658,49233281,83447905091,10.87,9.8669,18.5144,0.0000,26626629288
26827,3127671,49274218,83637554461,10.87,9.9424,18.5249,0.0000,26687146641
26887,3204452,49334319,83825567527,10.87,10.0293,18.5444,0.0000,26747112983
26947,3135685,49381829,84015789187,10.87,10.0963,18.5578,0.0000,26807807170
27007,3151926,49442572,84203201969,10.87,10.1879,18.5786,0.0000,26867704774
27067,3117499,49498615,84389943555,10.87,10.2762,18.5946,0.0000,26927422733
27127,3073555,49539124,84576543710,10.87,10.3445,18.6063,0.0000,26987037263
27187,3137003,49592162,84766174010,10.87,10.4279,18.6192,0.0000,27047627802
27247,3049093,49649254,84955422369,10.87,10.5053,18.6342,0.0000,27108143495
27307,3226018,49687872,85143855270,10.87,10.5570,18.6433,0.0000,27168288248
27367,3157582,49726878,85333636485,10.87,10.6148,18.6528,0.0000,27228894253
27427,3148155,49771036,85522130463,10.87,10.6705,18.6640,0.0000,27289203704
27487,3204945,49837539,85711637080,10.87,10.7487,18.6819,0.0000,27349716543
27547,3115504,49889835,85900534560,10.87,10.8132,18.6954,0.0000,27409999696
27607,3086405,49940169,86088308098,10.87,10.8959,18.7093,0.0000,27470066396
27667,3075005,50009025,86272649388,10.87,10.9906,18.7347,0.0000,27529054427
27727,3138513,50066307,86461136267,10.87,11.0645,18.7557,0.0000,27589193172
27787,3207658,50121533,86649296091,10.87,11.1232,18.7741,0.0000,27649385346
27847,3142159,50164668,86839015426,10.87,11.1796,18.7880,0.0000,27709890150
27907,3136380,50206790,87026768230,10.87,11.2387,18.8012,0.0000,27769880141
27967,3213848,50250611,87217194466,10.87,11.2917,18.8150,0.0000,27830690509
28027,3186903,50286451,87408824580,10.87,11.3326,18.8250,0.0000,27891903921
28087,2896547,50325776,87599434228,10.87,11.3882,18.8362,0.0000,27952820000
28147,3126970,50380070,87788960305,10.87,11.4435,18.8511,0.0000,28013336672
28207,3146731,50416840,87977631808,10.87,11.4866,18.8622,0.0000,28073624388
28267,3155647,50450526,88167013129,10.87,11.5262,18.8714,0.0000,28134097478
28327,3143615,50487445,88357233570,10.87,11.5801,18.8836,0.0000,28194813253
28387,3185792,50525332,88547455700,10.87,11.6305,18.8943,0.0000,28255600945
28447,3228864,50558051,88736397618,10.87,11.6795,18.9044,0.0000,28315992761
28507,3167661,50590999,88925791980,10.87,11.7243,18.9137,0.0000,28376498270
28567,3222198,50635852,89112625761,10.87,11.7775,18.9268,0.0000,28436182408
28627,3135194,50677101,89300441563,10.87,11.8257,18.9407,0.0000,28496164222
28687,3165204,50707150,89488101792,10.87,11.8673,18.9494,0.0000,28556134309
28747,3081889,50733536,89676422389,10.87,11.9040,18.9570,0.0000,28616366783
28807,3231326,50764544,89864594745,10.87,11.9409,18.9640,0.0000,28676530708
28867,3137122,50794392,90051221505,10.87,11.9733,18.9730,0.0000,28736210488
28927,3193386,50824876,90212651346,10.87,12.0032,18.9805,0.0000,28787662629
28987,3171700,50865910,90402739699,10.87,12.0437,18.9896,0.0000,28848199563
29047,3150780,50898887,90590789525,10.87,12.0801,18.9974,0.0000,28908208196
29107,3233297,50934907,90779137477,10.87,12.1137,19.0069,0.0000,28968182850
29167,3116281,50969156,90968790983,10.87,12.1452,19.0169,0.0000,29028518346
29227,3107829,51006767,91156572717,10.87,12.1833,19.0281,0.0000,29088343296
29287,3227581,51044657,91346598556,10.87,12.2210,19.0374,0.0000,29148793407
29347,3151029,51089575,91535573391,10.87,12.2622,19.0503,0.0000,29209054977
29407,3151233,51122200,91725106540,10.87,12.2981,19.0578,0.0000,29269499788
29467,3220922,51148321,91914738299,10.87,12.3300,19.0654,0.0000,29330072587
29527,3169723,51182322,92104045197,10.87,12.3679,19.0737,0.0000,29390448249
29587,3232842,51214088,92289855645,10.87,12.4025,19.0818,0.0000,29449711940
29647,3157023,51251131,92474307390,10.87,12.4400,19.0907,0.0000,29508669411
29707,3229101,51286938,92662684051,10.87,12.4765,19.1001,0.0000,29568846338
29767,3178534,51318530,92853519338,10.87,12.5170,19.1085,0.0000,29629730668
29827,3052847,51356675,93041218510,10.87,12.5616,19.1180,0.0000,29689785841
29887,3212049,51391876,93229655929,10.87,12.6120,19.1285,0.0000,29749985212
29947,3142621,51433262,93418834288,10.87,12.6609,19.1398,0.0000,29810426753
30007,3111950,51480025,93607530308,10.87,12.7200,19.1567,0.0000,29870842140
30067,3072252,51509578,93793285188,10.87,12.7531,19.1643,0.0000,29930243557
30127,3142550,51552555,93982657753,10.87,12.7943,19.1767,0.0000,29990764649
30187,3169414,51606023,94170764805,10.87,12.8480,19.1933,0.0000,30050904121
30247,2975087,51645113,94354364163,10.87,12.8866,19.2043,0.0000,30109702366
30307,3145469,51692649,94543120601,10.87,12.9316,19.2168,0.0000,30169960338
30367,3219276,51748423,94733621491,10.87,12.9794,19.2306,0.0000,30230712800
30427,3181718,51798243,94922982708,10.87,13.0314,19.2472,0.0000,30291157621
30487,3233035,51840211,95114289598,10.87,13.0732,19.2572,0.0000,30352262061
30547,3176504,51873107,95302539832,10.87,13.1003,19.2644,0.0000,30412497871
30607,3147669,51902274,95489882733,10.87,13.1258,19.2720,0.0000,30472396376
30667,3150317,51934436,95679901447,10.87,13.1582,19.2819,0.0000,30533010288
30727,3187651,51961795,95868529395,10.87,13.1961,19.2896,0.0000,30593165772
30787,2997457,51997551,96052837880,10.87,13.2430,19.3002,0.0000,30652121674
30847,2945797,52032909,96233412352,10.87,13.2788,19.3095,0.0000,30710051646
30907,3002554,52059904,96414271678,10.87,13.3038,19.3166,0.0000,30767978453
30967,3053144,52086558,96600476014,10.87,13.3240,19.3228,0.0000,30827440114
31027,3166291,52127208,96788262704,10.87,13.3512,19.3314,0.0000,30887432527
31087,3154875,52167819,96979033270,10.87,13.3786,19.3404,0.0000,30948254001
31147,3157811,52213479,97167073485,10.87,13.4031,19.3471,0.0000,31008342161
31207,2960001,52251608,97351775938,10.87,13.4295,19.3570,0.0000,31067368378
31267,3045645,52289603,97537568048,10.87,13.4561,19.3670,0.0000,31126705818
31327,3075398,52335584,97725718019,10.87,13.4882,19.3788,0.0000,31186719702
31387,3129922,52399594,97914456978,10.87,13.5210,19.3925,0.0000,31246906622
31447,3151737,52469036,98104083832,10.87,13.5604,19.4077,0.0000,31307392609
31507,3037019,52536747,98292307908,10.87,13.6105,19.4306,0.0000,31367382876
31567,3208335,52592755,98482232747,10.87,13.6498,19.4453,0.0000,31427845441
31627,3142983,52650767,98671819925,10.87,13.6879,19.4600,0.0000,31488167941
31687,3047706,52698188,98860671185,10.87,13.7233,19.4735,0.0000,31548232638
31747,3139884,52769860,99050998275,10.87,13.7847,19.4943,0.0000,31608729766
31807,3147835,52824055,99240760497,10.87,13.8263,19.5090,0.0000,31669094238
31867,3152861,52879736,99429771795,10.87,13.8644,19.5246,0.0000,31729260112
31927,3144269,52932743,99619208611,10.87,13.9004,19.5396,0.0000,31789527419
31987,3211488,52972196,99810597609,10.87,13.9296,19.5515,0.0000,31850337345
32047,3182842,53013449,99999450114,10.87,13.9557,19.5618,0.0000,31910574199
32107,3122614,53069013,100188427032,10.87,13.9843,19.5738,0.0000,31970858767
32167,3194377,53121020,100378246019,10.87,14.0204,19.5880,0.0000,32031334627
32227,3071222,53167764,100568031339,10.87,14.0522,19.6009,0.0000,32091892543
32287,3212960,53216611,100757225511,10.87,14.0830,19.6139,0.0000,32152241227
32347,3205430,53273027,100947997764,10.87,14.1178,19.6270,0.0000,32212926936
32407,3156188,53342661,101138087694,10.87,14.1542,19.6434,0.0000,32273370739
32467,3193461,53420043,101326560134,10.87,14.1946,19.6588,0.0000,32333500858
32527,3145346,53452718,101471159389,10.87,14.2197,19.6667,0.0000,32379651723
32587,3187705,53503472,101661399038,10.87,14.2531,19.6784,0.0000,32440319138
32647,3169693,53569231,101849281914,10.87,14.2899,19.6952,0.0000,32500255290
32707,3135621,53616486,102040757830,10.87,14.3184,19.7054,0.0000,32561211408
32767,3137986,53666810,102229796099,10.87,14.3476,19.7171,0.0000,32621497239
32827,3127397,53726624,102417365272,10.87,14.3880,19.7345,0.0000,32681465323
32887,3198925,53782181,102608906365,10.87,14.4288,19.7478,0.0000,32742598894
32947,3086869,53873022,102796822601,10.87,14.4578,19.7566,0.0000,32802536836
33007,3209735,53950360,102984717132,10.87,14.4856,19.7659,0.0000,32862587379
33067,3143914,54032001,103173323266,10.87,14.5219,19.7805,0.0000,32923044547
33127,3147422,54099394,103362405153,10.87,14.5490,19.7908,0.0000,32983526594
33187,3148159,54153597,103549748889,10.87,14.5738,19.7999,0.0000,33043497117
33247,3108566,54201542,103740378247,10.87,14.6004,19.8102,0.0000,33104341433
33307,3148446,54254354,103928024117,10.87,14.6292,19.8251,0.0000,33164313680
33367,3215502,54318523,104117872350,10.87,14.6653,19.8453,0.0000,33224911760
33427,3182097,54362502,104309468648,10.87,14.7062,19.8586,0.0000,33285969215
33487,3154001,54405504,104498800518,10.87,14.7580,19.8731,0.0000,33346429802
33547,3151657,54438742,104687229867,10.87,14.7941,19.8835,0.0000,33406610210
33607,3127009,54473575,104877240205,10.87,14.8231,19.8943,0.0000,33467308409
33667,3195318,54517211,105063691440,10.87,14.8571,19.9084,0.0000,33527051747
33727,3107117,54566498,105250885368,10.87,14.8907,19.9203,0.0000,33586818140
33787,3210556,54615685,105438978027,10.87,14.9243,19.9340,0.0000,33646908365
33847,3109102,54672691,105628865504,10.87,14.9542,19.9479,0.0000,33707550558
33907,3164178,54712439,105819362181,10.87,14.9778,19.9590,0.0000,33768296566
33967,3140806,54747466,106007791538,10.87,14.9938,19.9661,0.0000,33828463620
34027,3201170,54763916,106109377464,10.87,5.0570,19.9694,0.0000,33861150043
34087,3172845,54797404,106300225091,10.87,5.6665,19.9778,0.0000,33922043808
34147,3171515,54831942,106489868779,10.87,6.0470,19.9869,0.0000,33982600601
34207,3005146,54876438,106676106413,10.87,6.3382,19.9980,0.0000,34042152944
34267,2975153,54958253,106862201960,10.87,6.6649,20.0170,0.0000,34101693755
34327,3144797,55030063,107049828376,10.87,6.8976,20.0328,0.0000,34161615724
34387,3211506,55124571,107239715546,10.87,7.1510,20.0568,0.0000,34222166085
34447,3130126,55179361,107427920072,10.87,7.3391,20.0705,0.0000,34282243086
34507,3178435,55225882,107615994680,10.87,7.5036,20.0806,0.0000,34342266265
34567,3133321,55269861,107803460929,10.87,7.6676,20.0909,0.0000,34402282963
34627,3218584,55304508,107990719712,10.87,7.8255,20.1002,0.0000,34462116182
34687,3093716,55366378,108174539881,10.87,7.9941,20.1149,0.0000,34520873017
34747,3115923,55400873,108364863651,10.87,8.1403,20.1240,0.0000,34581545918
34807,3222114,55439293,108555010109,10.87,8.2707,20.1352,0.0000,34642164221
34867,3128523,55484089,108743085048,10.87,8.4222,20.1466,0.0000,34702272292
34927,3153584,55548613,108931930526,10.87,8.5514,20.1657,0.0000,34762520330
34987,3194931,55601522,109121649492,10.87,8.7164,20.1801,0.0000,34823026045
35047,3097874,55649275,109311841380,10.87,8.8545,20.1929,0.0000,34883686479
35107,3139473,55700038,109499866002,10.87,8.9946,20.2063,0.0000,34943740487
35167,3133065,55800017,109689545275,10.87,9.1371,20.2248,0.0000,35004214588
35227,3121337,55860806,109876341007,10.87,9.2469,20.2402,0.0000,35063801993
35287,3171931,55925885,110062696643,10.87,9.3494,20.2578,0.0000,35123476076
35347,3213462,55981832,110252382122,10.87,9.4380,20.2696,0.0000,35184034371
35407,3191693,56027752,110443679738,10.87,9.5287,20.2790,0.0000,35244978608
35467,3207214,56074123,110634307755,10.87,9.6029,20.2893,0.0000,35305798907
35527,3144075,56133117,110823726901,10.87,9.7099,20.3041,0.0000,35366255375
35587,3146445,56187962,111013258212,10.87,9.8165,20.3168,0.0000,35426745222
35647,3140451,56267591,111201568060,10.87,9.9352,20.3438,0.0000,35486881531
35707,3205419,56358455,111391479289,10.87,10.0552,20.3731,0.0000,35547375190
35767,3148928,56414441,111578023955,10.87,10.1478,20.3883,0.0000,35606851003
35827,3146558,56489444,111766133579,10.87,10.2450,20.4094,0.0000,35666906041
35887,3209849,56551519,111957227068,10.87,10.3367,20.4296,0.0000,35727829858
35947,3219569,56613393,112147388046,10.87,10.4186,20.4475,0.0000,35788407541
36007,3064513,56705513,112335927848,10.87,10.5230,20.4769,0.0000,35848488846
36067,3101705,56814989,112521281498,10.87,10.6374,20.5094,0.0000,35907799526
36128,47424,56858128,112609967089,10.87,10.6796,20.5212,0.0000,35936094716
36188,3139167,56945994,112795646759,10.87,10.7856,20.5439,0.0000,35995436262
36248,3133936,57007257,112983559375,10.87,10.8802,20.5635,0.0000,36055485674
36308,3207951,57084433,113172360199,10.87,10.9769,20.5864,0.0000,36115674668
36368,3211293,57148860,113360975602,10.87,11.0672,20.6061,0.0000,36175785272
36428,3146855,57215653,113551106272,10.87,11.1338,20.6207,0.0000,36236318975
36488,3100106,57277229,113742032326,10.87,11.2165,20.6350,0.0000,36297100259
36548,3093690,57331222,113929024747,10.87,11.2874,20.6481,0.0000,36356904969
36608,3124820,57383971,114116165144,10.87,11.3521,20.6605,0.0000,36416673524
36668,3084446,57450511,114304092026,10.87,11.4371,20.6796,0.0000,36476827660
36728,3210982,57517419,114493203006,10.87,11.5266,20.6999,0.0000,36537234868
36788,3148587,57575283,114675881785,10.87,11.5990,20.7200,0.0000,36595751875
36848,3133620,57628306,114862458486,10.87,11.6735,20.7348,0.0000,36655442032
36908,3116811,57690088,115050394290,10.87,11.7425,20.7499,0.0000,36715511173
36968,3207116,57758268,115238288703,10.87,11.8188,20.7663,0.0000,36775609680
37028,3211674,57827107,115427939949,10.87,11.8914,20.7856,0.0000,36836091823
37088,3109826,57901686,115615567093,10.87,11.9588,20.8046,0.0000,36896108588
37148,3203080,57959613,115805708791,10.87,12.0083,20.8187,0.0000,36956837748
37208,3209309,58019103,115996056906,10.87,12.0622,20.8343,0.0000,37017609139
37268,3204904,58076200,116186826434,10.87,12.1324,20.8515,0.0000,37078494185
37328,3166133,58119212,116376453395,10.87,12.1872,20.8625,0.0000,37139046603
37388,3146229,58175070,116564411583,10.87,12.2435,20.8739,0.0000,37199040037
37448,3059619,58234007,116750752288,10.87,12.3123,20.8907,0.0000,37258472855
37508,3115053,58286111,116939737440,10.87,12.3728,20.9035,0.0000,37318760758
37568,3146528,58344266,117129678367,10.87,12.4319,20.9146,0.0000,37379376844
37628,3201484,58412441,117316970174,10.87,12.4973,20.9299,0.0000,37439215962
37688,3152876,58517042,117507659974,10.87,12.5690,20.9518,0.0000,37499990331
37748,3049102,58608739,117696061751,10.87,12.6484,20.9762,0.0000,37559995020
37808,3072801,58674968,117879319263,10.87,12.7160,20.9921,0.0000,37618504290
37868,3129742,58740301,118067746693,10.87,12.7931,21.0110,0.0000,37678551252
37928,3150470,58803612,118253362201,10.87,12.8545,21.0290,0.0000,37737898960
37988,3023553,58862281,118440684815,10.87,12.9235,21.0492,0.0000,37797704954
38048,3178274,58914761,118627715896,10.87,12.9774,21.0638,0.0000,37857400634
38108,3159765,58976403,118816733492,10.87,13.0353,21.0855,0.0000,37917758023
38168,3050118,59034858,119003219760,10.87,13.0904,21.1005,0.0000,37977305549
38228,3046106,59089453,119188044300,10.87,13.1469,21.1130,0.0000,38036405737
38288,3217244,59147044,119378017688,10.87,13.2054,21.1288,0.0000,38096916524
38348,3205809,59219759,119567051865,10.87,13.2821,21.1510,0.0000,38157142750
38408,3133809,59305558,119754890912,10.87,13.3716,21.1834,0.0000,38217093359
38468,3205910,59371961,119945273779,10.87,13.4514,21.2025,0.0000,38277648366
38528,3059361,59429481,120133120264,10.87,13.5104,21.2188,0.0000,38337402962
38588,3151416,59473737,120319414376,10.87,13.5563,21.2312,0.0000,38396667815
38648,3186207,59543408,120510896401,10.87,13.6094,21.2512,0.0000,38457531121
38708,3202645,59611733,120701723358,10.87,13.6658,21.2721,0.0000,38518131840
38768,3196953,59656036,120892033384,10.87,13.7180,21.2874,0.0000,38578677663
38828,3059551,59708040,121080394682,10.87,13.7708,21.3037,0.0000,38638635818
38888,3136253,59772391,121268205356,10.87,13.8264,21.3211,0.0000,38698468712
38948,3113348,59828479,121455755782,10.87,13.8794,21.3370,0.0000,38758399554
39008,3198003,59883727,121644054205,10.87,13.9228,21.3517,0.0000,38818458269
39068,3130288,59923912,121835237187,10.87,13.9701,21.3611,0.0000,38879345918
39128,3224467,59956960,122024854895,10.87,14.0036,21.3705,0.0000,38939766974
39188,3227602,59990064,122214444750,10.87,14.0368,21.3794,0.0000,39000174906
39248,3202222,60027551,122405608841,10.87,14.0776,21.3897,0.0000,39061068716
39308,3155407,60070617,122592905860,10.87,14.1252,21.4033,0.0000,39120888286
39368,3105820,60110145,122778939511,10.87,14.1622,21.4130,0.0000,39180411387
39428,3218626,60155850,122967437500,10.87,14.2026,21.4240,0.0000,39240471192
39488,3023504,60198492,123153155192,10.87,14.2425,21.4346,0.0000,39299772738
39548,2975882,60235060,123338382980,10.87,14.2777,21.4452,0.0000,39358980827
39608,3022655,60288491,123523381609,10.87,14.3281,21.4606,0.0000,39418013316
39668,3173239,60326902,123708301332,10.87,14.3697,21.4707,0.0000,39477095907
39728,3131496,60368932,123899110138,10.87,14.4165,21.4813,0.0000,39537909372
39788,3142862,60403709,124033828460,10.87,14.4497,21.4895,0.0000,39580967496
39848,3127900,60473374,124219857513,10.87,14.4976,21.5052,0.0000,39640349617
39908,3085058,60541918,124402247891,10.87,14.5418,21.5179,0.0000,39698571906
39968,3132297,60601914,124589079008,10.87,14.5812,21.5315,0.0000,39758220846
40028,3125755,60668557,124775282231,10.87,14.6184,21.5461,0.0000,39817771105
40088,3181004,60741432,124962338223,10.87,14.6621,21.5652,0.0000,39877470918
40148,3125962,60798421,125148710219,10.87,14.7015,21.5813,0.0000,39937008969
40208,3104928,60848143,125334094272,10.87,14.7396,21.5944,0.0000,39996405699
40268,3201221,60892281,125522815132,10.87,14.7738,21.6061,0.0000,40056682909
40328,3209215,60930893,125711861361,10.87,14.8053,21.6163,0.0000,40116976927
40388,3148571,60972332,125900608315,10.87,14.8381,21.6278,0.0000,40177308241
40448,3089345,61016428,126090611016,10.87,14.8734,21.6418,0.0000,40238043538
40508,3189254,61055241,126278523447,10.87,14.8998,21.6505,0.0000,40298164488
40568,3124466,61100177,126467133736,10.87,14.9342,21.6619,0.0000,40358449786
40628,3072886,61150116,126654318719,10.87,14.9723,21.6735,0.0000,40418235858
40688,403317,61189673,126810744935,10.87,15.0000,21.6840,0.0000,40468351766
40748,3098755,61229016,126977963853,10.87,5.7488,21.6937,0.0000,40521815830
40808,3162114,61273137,127165630762,10.87,6.2518,21.7063,0.0000,40581824450
40868,3171780,61326223,127349954624,10.87,6.6240,21.7210,0.0000,40640862518
40928,3207544,61370510,127539670434,10.87,6.9378,21.7331,0.0000,40701386674
40988,3084644,61405622,127727885901,10.87,7.1859,21.7425,0.0000,40761404918
41048,3134642,61441341,127917777583,10.87,7.4090,21.7516,0.0000,40821790564
41108,3185761,61471485,128104024917,10.87,7.5945,21.7590,0.0000,40881293948
41168,3071311,61509064,128293519272,10.87,7.7798,21.7697,0.0000,40941710127
41228,3160031,61542087,128482589879,10.87,7.9863,21.7783,0.0000,41001992646
41288,3175583,61584677,128672571973,10.87,8.1607,21.7899,0.0000,41062553958
41348,3230605,61617910,128863806842,10.87,8.3112,21.7992,0.0000,41123516568
41408,3206074,61648939,129054104854,10.87,8.4513,21.8074,0.0000,41184166055
